id,county,name,type,star,ind_month,shift,num_infant,num_one,num_two,num_three,num_four,num_five,num_twelve,num_total,children_lic,children_max,cat_op,scc,employees,month,year
01000050,Alamance,Jeanette Beaudet Day Care Home,Home,1 Star H 2C,1,1,0,2,2,0,1,0,1,6,8,8,Independent Family Residence,N,1,December,2020
01000050,Alamance,Jeanette Beaudet Day Care Home,Home,1 Star H 2C,1,2,0,0,0,0,0,0,0,0,0,0,Independent Family Residence,N,1,December,2020
01000050,Alamance,Jeanette Beaudet Day Care Home,Home,1 Star H 2C,1,3,0,0,0,0,0,0,0,0,0,0,Independent Family Residence,N,1,December,2020
01000176,Alamance,Precious Gift,Home,4 Star H 2C,8,1,1,2,2,0,0,0,2,7,8,8,Independent Family Residence,Y,1,December,2020
01000176,Alamance,Precious Gift,Home,4 Star H 2C,8,2,0,0,0,0,0,0,0,0,8,8,Independent Family Residence,Y,1,December,2020
01000176,Alamance,Precious Gift,Home,4 Star H 2C,8,3,0,0,0,0,0,0,0,0,0,0,Independent Family Residence,Y,1,December,2020
01000333,Alamance,Mickey/Minnie Day Care,Home,4 Star H 2C,1,1,0,0,1,0,1,0,0,2,8,8,Independent Family Residence,Y,1,December,2020
01000333,Alamance,Mickey/Minnie Day Care,Home,4 Star H 2C,1,2,0,0,0,0,0,0,0,0,8,8,Independent Family Residence,Y,1,December,2020
01000333,Alamance,Mickey/Minnie Day Care,Home,4 Star H 2C,1,3,0,0,0,0,0,0,0,0,0,0,Independent Family Residence,Y,1,December,2020
01000403,Alamance,Shelby's In Home Day Care,Home,4 Star H 2C,1,1,0,0,2,1,1,0,1,5,5,5,Independent Family Residence,Y,1,December,2020
01000403,Alamance,Shelby's In Home Day Care,Home,4 Star H 2C,1,2,0,0,0,0,0,0,0,0,5,5,Independent Family Residence,Y,1,December,2020
01000403,Alamance,Shelby's In Home Day Care,Home,4 Star H 2C,1,3,0,0,0,0,0,0,0,0,0,0,Independent Family Residence,Y,1,December,2020
01000436,Alamance,Annie's Blessed Children's Daycare,Home,4 Star H 2C,10,1,2,0,0,0,0,0,4,6,8,8,Independent Family Residence,Y,1,December,2020
01000436,Alamance,Annie's Blessed Children's Daycare,Home,4 Star H 2C,10,2,1,2,0,1,0,0,2,6,8,8,Independent Family Residence,Y,1,December,2020
01000436,Alamance,Annie's Blessed Children's Daycare,Home,4 Star H 2C,10,3,0,0,0,0,0,0,0,0,8,8,Independent Family Residence,Y,1,December,2020
01000439,Alamance,Loving Memories Daycare,Home,4 Star H 2C,1,1,0,1,0,1,0,0,6,8,8,8,Independent Family Residence,Y,1,December,2020
01000439,Alamance,Loving Memories Daycare,Home,4 Star H 2C,1,2,0,1,0,0,0,0,1,2,8,8,Independent Family Residence,Y,1,December,2020
